구역,동,평형,층,조망각도,조망률,구간
2구역,104,"45,46",12,14,7.78,10% 이하
2구역,104,"45,46",13,14,7.78,10% 이하
2구역,104,"45,46",14,14,7.78,10% 이하
2구역,104,"45,46",15,14,7.78,10% 이하
2구역,104,"45,46",16,14,7.78,10% 이하
2구역,104,"45,46",17,14,7.78,10% 이하
2구역,104,"45,46",18,14,7.78,10% 이하
2구역,104,"45,46",19,14,7.78,10% 이하
2구역,104,"45,46",20,14,7.78,10% 이하
2구역,104,"45,46",21,15,8.33,10% 이하
2구역,104,"45,46",22,15,8.33,10% 이하
2구역,104,"45,46",23,15,8.33,10% 이하
2구역,104,"45,46",24,15,8.33,10% 이하
2구역,104,"45,46",25,15,8.33,10% 이하
2구역,104,"45,46",26,58,32.22,31-40%
2구역,104,"45,46",27,58,32.22,31-40%
2구역,104,"45,46",28,58,32.22,31-40%
2구역,104,"45,46",29,58,32.22,31-40%
2구역,104,"45,46",30,58,32.22,31-40%
2구역,104,"45,46",31,58,32.22,31-40%
2구역,104,"45,46",32,58,32.22,31-40%
2구역,104,"45,46",33,58,32.22,31-40%
2구역,104,"45,46",34,58,32.22,31-40%
2구역,104,"45,46",35,58,32.22,31-40%
2구역,104,"45,46",36,58,32.22,31-40%
2구역,104,"45,46",37,58,32.22,31-40%
2구역,104,"45,46",38,58,32.22,31-40%
2구역,104,"45,46",39,58,32.22,31-40%
2구역,104,"45,46",40,58,32.22,31-40%
2구역,104,"45,46",41,58,32.22,31-40%
2구역,104,"45,46",42,58,32.22,31-40%
2구역,104,"45,46",43,58,32.22,31-40%
2구역,104,"45,46",44,58,32.22,31-40%
2구역,104,"45,46",45,58,32.22,31-40%
2구역,104,"45,46",46,87,48.33,41-50%
2구역,104,"45,46",47,87,48.33,41-50%
2구역,104,"45,46",48,87,48.33,41-50%
2구역,105,79,1,66,36.67,31-40%
2구역,105,79,2,66,36.67,31-40%
2구역,105,79,3,66,36.67,31-40%
2구역,105,79,4,66,36.67,31-40%
2구역,105,79,5,66,36.67,31-40%
2구역,105,79,6,66,36.67,31-40%
2구역,105,79,7,66,36.67,31-40%
2구역,105,79,8,66,36.67,31-40%
2구역,105,79,9,66,36.67,31-40%
2구역,105,79,10,66,36.67,31-40%
2구역,105,79,11,66,36.67,31-40%
2구역,105,79,12,66,36.67,31-40%
2구역,105,79,13,66,36.67,31-40%
2구역,105,79,14,66,36.67,31-40%
2구역,105,79,15,66,36.67,31-40%
2구역,105,79,16,66,36.67,31-40%
2구역,105,79,17,66,36.67,31-40%
2구역,105,79,18,66,36.67,31-40%
2구역,105,79,19,66,36.67,31-40%
2구역,105,79,20,66,36.67,31-40%
2구역,105,79,21,78,43.33,41-50%
2구역,105,79,22,78,43.33,41-50%
2구역,105,79,23,78,43.33,41-50%
2구역,105,79,24,78,43.33,41-50%
2구역,105,79,25,78,43.33,41-50%
2구역,105,79,26,78,43.33,41-50%
2구역,105,79,27,78,43.33,41-50%
2구역,105,79,28,78,43.33,41-50%
2구역,105,79,29,78,43.33,41-50%
2구역,105,79,30,78,43.33,41-50%
2구역,105,79,31,78,43.33,41-50%
2구역,105,79,32,78,43.33,41-50%
2구역,105,79,33,78,43.33,41-50%
2구역,105,79,34,78,43.33,41-50%
2구역,105,79,35,78,43.33,41-50%
2구역,105,79,36,78,43.33,41-50%
2구역,105,79,37,78,43.33,41-50%
2구역,105,79,38,78,43.33,41-50%
2구역,105,79,39,78,43.33,41-50%
2구역,105,79,40,78,43.33,41-50%
2구역,105,79,41,78,43.33,41-50%
2구역,105,79,42,78,43.33,41-50%
2구역,105,79,43,78,43.33,41-50%
2구역,105,79,44,78,43.33,41-50%
2구역,105,79,45,78,43.33,41-50%
2구역,105,79,46,108,60,51-60%
2구역,105,79,47,108,60,51-60%
2구역,105,79,48,108,60,51-60%
2구역,105,79,49,108,60,51-60%
2구역,105,79,50,159,88.33,81-90%
2구역,105,79,51,159,88.33,81-90%
2구역,105,79,52,159,88.33,81-90%
2구역,105,79,53,159,88.33,81-90%
2구역,105,79,54,159,88.33,81-90%
2구역,105,79,55,159,88.33,81-90%
2구역,105,79,56,159,88.33,81-90%
2구역,105,79,57,159,88.33,81-90%
2구역,105,79,58,159,88.33,81-90%
2구역,105,79,59,159,88.33,81-90%
2구역,105,79,60,159,88.33,81-90%
2구역,105,79,61,159,88.33,81-90%
2구역,105,79,62,159,88.33,81-90%
2구역,105,79,63,159,88.33,81-90%
2구역,105,79,64,159,88.33,81-90%
2구역,105,87,1,79,43.89,41-50%
2구역,105,87,2,79,43.89,41-50%
2구역,105,87,3,79,43.89,41-50%
2구역,105,87,4,79,43.89,41-50%
2구역,105,87,5,79,43.89,41-50%
2구역,105,87,6,79,43.89,41-50%
2구역,105,87,7,79,43.89,41-50%
2구역,105,87,8,79,43.89,41-50%
2구역,105,87,9,79,43.89,41-50%
2구역,105,87,10,79,43.89,41-50%
2구역,105,87,11,79,43.89,41-50%
2구역,105,87,12,79,43.89,41-50%
2구역,105,87,13,79,43.89,41-50%
2구역,105,87,14,79,43.89,41-50%
2구역,105,87,15,79,43.89,41-50%
2구역,105,87,16,79,43.89,41-50%
2구역,105,87,17,79,43.89,41-50%
2구역,105,87,18,79,43.89,41-50%
2구역,105,87,19,79,43.89,41-50%
2구역,105,87,20,79,43.89,41-50%
2구역,105,87,21,90,50,41-50%
2구역,105,87,22,90,50,41-50%
2구역,105,87,23,90,50,41-50%
2구역,105,87,24,90,50,41-50%
2구역,105,87,25,90,50,41-50%
2구역,105,87,26,90,50,41-50%
2구역,105,87,27,90,50,41-50%
2구역,105,87,28,90,50,41-50%
2구역,105,87,29,90,50,41-50%
2구역,105,87,30,90,50,41-50%
2구역,105,87,31,90,50,41-50%
2구역,105,87,32,90,50,41-50%
2구역,105,87,33,91,50.56,51-60%
2구역,105,87,34,91,50.56,51-60%
2구역,105,87,35,91,50.56,51-60%
2구역,105,87,36,91,50.56,51-60%
2구역,105,87,37,91,50.56,51-60%
2구역,105,87,38,91,50.56,51-60%
2구역,105,87,39,91,50.56,51-60%
2구역,105,87,40,91,50.56,51-60%
2구역,105,87,41,91,50.56,51-60%
2구역,105,87,42,91,50.56,51-60%
2구역,105,87,43,92,51.11,51-60%
2구역,105,87,44,92,51.11,51-60%
2구역,105,87,45,92,51.11,51-60%
2구역,105,87,46,121,67.22,61-70%
2구역,105,87,47,121,67.22,61-70%
2구역,105,87,48,121,67.22,61-70%
2구역,105,87,49,121,67.22,61-70%
2구역,105,87,50,169,93.89,91-100%
2구역,105,87,51,171,95,91-100%
2구역,105,87,52,171,95,91-100%
2구역,105,87,53,172,95.56,91-100%
2구역,105,87,54,172,95.56,91-100%
2구역,105,87,55,172,95.56,91-100%
2구역,105,87,56,172,95.56,91-100%
2구역,105,87,57,172,95.56,91-100%
2구역,105,87,58,172,95.56,91-100%
2구역,105,87,59,172,95.56,91-100%
2구역,105,87,60,172,95.56,91-100%
2구역,105,87,61,172,95.56,91-100%
2구역,105,87,62,172,95.56,91-100%
2구역,105,87,63,172,95.56,91-100%
2구역,105,87,64,172,95.56,91-100%
2구역,105,32,1,25,13.89,10-20%
2구역,105,32,2,25,13.89,10-20%
2구역,105,32,3,25,13.89,10-20%
2구역,105,32,4,25,13.89,10-20%
2구역,105,32,5,25,13.89,10-20%
2구역,105,32,6,25,13.89,10-20%
2구역,105,32,7,25,13.89,10-20%
2구역,105,32,8,25,13.89,10-20%
2구역,105,32,9,25,13.89,10-20%
2구역,105,32,10,25,13.89,10-20%
2구역,105,32,11,25,13.89,10-20%
2구역,105,32,12,25,13.89,10-20%
2구역,105,32,13,25,13.89,10-20%
2구역,105,32,14,25,13.89,10-20%
2구역,105,32,15,25,13.89,10-20%
2구역,105,32,16,25,13.89,10-20%
2구역,105,32,17,25,13.89,10-20%
2구역,105,32,18,25,13.89,10-20%
2구역,105,32,19,25,13.89,10-20%
2구역,105,32,20,25,13.89,10-20%
2구역,105,32,21,26,14.44,10-20%
2구역,105,32,22,26,14.44,10-20%
2구역,105,32,23,26,14.44,10-20%
2구역,105,32,24,26,14.44,10-20%
2구역,105,32,25,26,14.44,10-20%
2구역,105,32,26,26,14.44,10-20%
2구역,105,32,27,26,14.44,10-20%
2구역,105,32,28,26,14.44,10-20%
2구역,105,32,29,26,14.44,10-20%
2구역,105,32,30,26,14.44,10-20%
2구역,105,32,31,26,14.44,10-20%
2구역,105,32,32,26,14.44,10-20%
2구역,105,32,33,27,15,10-20%
2구역,105,32,34,27,15,10-20%
2구역,105,32,35,27,15,10-20%
2구역,105,32,36,27,15,10-20%
2구역,105,32,37,27,15,10-20%
2구역,105,32,38,27,15,10-20%
2구역,105,32,39,27,15,10-20%
2구역,105,32,40,27,15,10-20%
2구역,105,32,41,27,15,10-20%
2구역,105,32,42,27,15,10-20%
2구역,105,32,43,27,15,10-20%
2구역,105,32,44,27,15,10-20%
2구역,105,32,45,27,15,10-20%
2구역,105,32,46,27,15,10-20%
2구역,105,32,47,27,15,10-20%
2구역,105,32,48,27,15,10-20%
2구역,105,32,49,27,15,10-20%
2구역,105,32,50,76,42.22,41-50%
2구역,105,32,51,78,43.33,41-50%
2구역,105,32,52,78,43.33,41-50%
2구역,105,32,53,80,44.44,41-50%
2구역,105,32,54,80,44.44,41-50%
2구역,105,32,55,80,44.44,41-50%
2구역,105,32,56,80,44.44,41-50%
2구역,105,32,57,80,44.44,41-50%
2구역,105,32,58,80,44.44,41-50%
2구역,105,32,59,80,44.44,41-50%
2구역,105,32,60,80,44.44,41-50%
2구역,105,32,61,80,44.44,41-50%
2구역,105,32,62,80,44.44,41-50%
2구역,105,32,63,80,44.44,41-50%
2구역,105,32,64,80,44.44,41-50%
2구역,105,"51,52",1,24,13.33,10-20%
2구역,105,"51,52",2,24,13.33,10-20%
2구역,105,"51,52",3,24,13.33,10-20%
2구역,105,"51,52",4,24,13.33,10-20%
2구역,105,"51,52",5,24,13.33,10-20%
2구역,105,"51,52",6,24,13.33,10-20%
2구역,105,"51,52",7,24,13.33,10-20%
2구역,105,"51,52",8,24,13.33,10-20%
2구역,105,"51,52",9,24,13.33,10-20%
2구역,105,"51,52",10,24,13.33,10-20%
2구역,105,"51,52",11,24,13.33,10-20%
2구역,105,"51,52",12,24,13.33,10-20%
2구역,105,"51,52",13,24,13.33,10-20%
2구역,105,"51,52",14,24,13.33,10-20%
2구역,105,"51,52",15,24,13.33,10-20%
2구역,105,"51,52",16,24,13.33,10-20%
2구역,105,"51,52",17,24,13.33,10-20%
2구역,105,"51,52",18,24,13.33,10-20%
2구역,105,"51,52",19,24,13.33,10-20%
2구역,105,"51,52",20,24,13.33,10-20%
2구역,105,"51,52",21,24,13.33,10-20%
2구역,105,"51,52",22,24,13.33,10-20%
2구역,105,"51,52",23,24,13.33,10-20%
2구역,105,"51,52",24,24,13.33,10-20%
2구역,105,"51,52",25,24,13.33,10-20%
2구역,105,"51,52",26,24,13.33,10-20%
2구역,105,"51,52",27,24,13.33,10-20%
2구역,105,"51,52",28,24,13.33,10-20%
2구역,105,"51,52",29,24,13.33,10-20%
2구역,105,"51,52",30,24,13.33,10-20%
2구역,105,"51,52",31,24,13.33,10-20%
2구역,105,"51,52",32,24,13.33,10-20%
2구역,105,"51,52",33,25,13.89,10-20%
2구역,105,"51,52",34,25,13.89,10-20%
2구역,105,"51,52",35,25,13.89,10-20%
2구역,105,"51,52",36,25,13.89,10-20%
2구역,105,"51,52",37,25,13.89,10-20%
2구역,105,"51,52",38,25,13.89,10-20%
2구역,105,"51,52",39,25,13.89,10-20%
2구역,105,"51,52",40,25,13.89,10-20%
2구역,105,"51,52",41,25,13.89,10-20%
2구역,105,"51,52",42,27,15,10-20%
2구역,105,"51,52",43,27,15,10-20%
2구역,105,"51,52",44,27,15,10-20%
2구역,105,"51,52",45,27,15,10-20%
2구역,105,"51,52",46,27,15,10-20%
2구역,105,"51,52",47,27,15,10-20%
2구역,105,"51,52",48,31,17.22,10-20%
2구역,105,"51,52",49,31,17.22,10-20%
2구역,105,"51,52",50,75,41.67,41-50%
2구역,105,"51,52",51,77,42.78,41-50%
2구역,105,"51,52",52,77,42.78,41-50%
2구역,105,"51,52",53,78,43.33,41-50%
2구역,105,"51,52",54,78,43.33,41-50%
2구역,105,"51,52",55,78,43.33,41-50%
2구역,105,"51,52",56,78,43.33,41-50%
2구역,105,"51,52",57,78,43.33,41-50%
2구역,105,"51,52",58,78,43.33,41-50%
2구역,105,"51,52",59,78,43.33,41-50%
2구역,105,"51,52",60,78,43.33,41-50%
2구역,105,"51,52",61,78,43.33,41-50%
2구역,105,"51,52",62,78,43.33,41-50%
2구역,105,"51,52",63,78,43.33,41-50%
2구역,105,"51,52",64,78,43.33,41-50%
2구역,105,"45,46",1,28,15.56,10-20%
2구역,105,"45,46",2,28,15.56,10-20%
2구역,105,"45,46",3,28,15.56,10-20%
2구역,105,"45,46",4,28,15.56,10-20%
2구역,105,"45,46",5,28,15.56,10-20%
2구역,105,"45,46",6,28,15.56,10-20%
2구역,105,"45,46",7,28,15.56,10-20%
2구역,105,"45,46",8,28,15.56,10-20%
2구역,105,"45,46",9,28,15.56,10-20%
2구역,105,"45,46",10,28,15.56,10-20%
2구역,105,"45,46",11,28,15.56,10-20%
2구역,105,"45,46",12,28,15.56,10-20%
2구역,105,"45,46",13,28,15.56,10-20%
2구역,105,"45,46",14,28,15.56,10-20%
2구역,105,"45,46",15,28,15.56,10-20%
2구역,105,"45,46",16,28,15.56,10-20%
2구역,105,"45,46",17,28,15.56,10-20%
2구역,105,"45,46",18,31,17.22,10-20%
2구역,105,"45,46",19,31,17.22,10-20%
2구역,105,"45,46",20,31,17.22,10-20%
2구역,105,"45,46",21,35,19.44,10-20%
2구역,105,"45,46",22,35,19.44,10-20%
2구역,105,"45,46",23,35,19.44,10-20%
2구역,105,"45,46",24,35,19.44,10-20%
2구역,105,"45,46",25,35,19.44,10-20%
2구역,105,"45,46",26,35,19.44,10-20%
2구역,105,"45,46",27,35,19.44,10-20%
2구역,105,"45,46",28,35,19.44,10-20%
2구역,105,"45,46",29,35,19.44,10-20%
2구역,105,"45,46",30,35,19.44,10-20%
2구역,105,"45,46",31,35,19.44,10-20%
2구역,105,"45,46",32,35,19.44,10-20%
2구역,105,"45,46",33,37,20.56,21-30%
2구역,105,"45,46",34,37,20.56,21-30%
2구역,105,"45,46",35,37,20.56,21-30%
2구역,105,"45,46",36,37,20.56,21-30%
2구역,105,"45,46",37,37,20.56,21-30%
2구역,105,"45,46",38,37,20.56,21-30%
2구역,105,"45,46",39,37,20.56,21-30%
2구역,105,"45,46",40,37,20.56,21-30%
2구역,105,"45,46",41,37,20.56,21-30%
2구역,105,"45,46",42,37,20.56,21-30%
2구역,105,"45,46",43,37,20.56,21-30%
2구역,105,"45,46",44,37,20.56,21-30%
2구역,105,"45,46",45,37,20.56,21-30%
2구역,105,"45,46",46,55,30.56,31-40%
2구역,105,"45,46",47,55,30.56,31-40%
2구역,105,"45,46",48,56,31.11,31-40%
2구역,105,"45,46",49,56,31.11,31-40%
2구역,105,"45,46",50,107,59.44,51-60%
2구역,105,"45,46",51,109,60.56,61-70%
2구역,105,"45,46",52,109,60.56,61-70%
2구역,105,"45,46",53,110,61.11,61-70%
2구역,105,"45,46",54,110,61.11,61-70%
2구역,105,"45,46",55,110,61.11,61-70%
2구역,105,"45,46",56,110,61.11,61-70%
2구역,105,"45,46",57,110,61.11,61-70%
2구역,105,"45,46",58,110,61.11,61-70%
2구역,105,"45,46",59,110,61.11,61-70%
2구역,105,"45,46",60,110,61.11,61-70%
2구역,105,"45,46",61,110,61.11,61-70%
2구역,105,"45,46",62,110,61.11,61-70%
2구역,105,"45,46",63,110,61.11,61-70%
2구역,105,"45,46",64,110,61.11,61-70%
2구역,105,60,1,13,7.22,10% 이하
2구역,105,60,2,13,7.22,10% 이하
2구역,105,60,3,13,7.22,10% 이하
2구역,105,60,4,13,7.22,10% 이하
2구역,105,60,5,13,7.22,10% 이하
2구역,105,60,6,13,7.22,10% 이하
2구역,105,60,7,13,7.22,10% 이하
2구역,105,60,8,13,7.22,10% 이하
2구역,105,60,9,13,7.22,10% 이하
2구역,105,60,10,13,7.22,10% 이하
2구역,105,60,11,13,7.22,10% 이하
2구역,105,60,12,13,7.22,10% 이하
2구역,105,60,13,13,7.22,10% 이하
2구역,105,60,14,13,7.22,10% 이하
2구역,105,60,15,13,7.22,10% 이하
2구역,105,60,16,13,7.22,10% 이하
2구역,105,60,17,13,7.22,10% 이하
2구역,105,60,18,13,7.22,10% 이하
2구역,105,60,19,13,7.22,10% 이하
2구역,105,60,20,13,7.22,10% 이하
2구역,105,60,21,22,12.22,10-20%
2구역,105,60,22,22,12.22,10-20%
2구역,105,60,23,22,12.22,10-20%
2구역,105,60,24,22,12.22,10-20%
2구역,105,60,25,22,12.22,10-20%
2구역,105,60,26,22,12.22,10-20%
2구역,105,60,27,22,12.22,10-20%
2구역,105,60,28,22,12.22,10-20%
2구역,105,60,29,22,12.22,10-20%
2구역,105,60,30,22,12.22,10-20%
2구역,105,60,31,22,12.22,10-20%
2구역,105,60,32,22,12.22,10-20%
2구역,105,60,33,22,12.22,10-20%
2구역,105,60,34,22,12.22,10-20%
2구역,105,60,35,22,12.22,10-20%
2구역,105,60,36,22,12.22,10-20%
2구역,105,60,37,22,12.22,10-20%
2구역,105,60,38,22,12.22,10-20%
2구역,105,60,39,22,12.22,10-20%
2구역,105,60,40,22,12.22,10-20%
2구역,105,60,41,22,12.22,10-20%
2구역,105,60,42,22,12.22,10-20%
2구역,105,60,43,22,12.22,10-20%
2구역,105,60,44,22,12.22,10-20%
2구역,105,60,45,22,12.22,10-20%
2구역,105,60,46,53,29.44,21-30%
2구역,105,60,47,53,29.44,21-30%
2구역,105,60,48,53,29.44,21-30%
2구역,105,60,49,53,29.44,21-30%
2구역,105,60,50,80,44.44,41-50%
2구역,105,60,51,80,44.44,41-50%
2구역,105,60,52,80,44.44,41-50%
2구역,105,60,53,80,44.44,41-50%
2구역,105,60,54,80,44.44,41-50%
2구역,105,60,55,80,44.44,41-50%
2구역,105,60,56,80,44.44,41-50%
2구역,105,60,57,80,44.44,41-50%
2구역,105,60,58,80,44.44,41-50%
2구역,105,60,59,80,44.44,41-50%
2구역,105,60,60,80,44.44,41-50%
2구역,105,60,61,80,44.44,41-50%
2구역,105,60,62,80,44.44,41-50%
2구역,105,60,63,80,44.44,41-50%
2구역,105,60,64,80,44.44,41-50%
2구역,106,60,1,43,23.89,21-30%
2구역,106,60,2,43,23.89,21-30%
2구역,106,60,3,43,23.89,21-30%
2구역,106,60,4,43,23.89,21-30%
2구역,106,60,5,43,23.89,21-30%
2구역,106,60,6,43,23.89,21-30%
2구역,106,60,7,43,23.89,21-30%
2구역,106,60,8,43,23.89,21-30%
2구역,106,60,9,43,23.89,21-30%
2구역,106,60,10,43,23.89,21-30%
2구역,106,60,11,43,23.89,21-30%
2구역,106,60,12,43,23.89,21-30%
2구역,106,60,13,43,23.89,21-30%
2구역,106,60,14,43,23.89,21-30%
2구역,106,60,15,43,23.89,21-30%
2구역,106,60,16,43,23.89,21-30%
2구역,106,60,17,43,23.89,21-30%
2구역,106,60,18,43,23.89,21-30%
2구역,106,60,19,43,23.89,21-30%
2구역,106,60,20,43,23.89,21-30%
2구역,106,60,21,56,31.11,31-40%
2구역,106,60,22,56,31.11,31-40%
2구역,106,60,23,56,31.11,31-40%
2구역,106,60,24,56,31.11,31-40%
2구역,106,60,25,56,31.11,31-40%
2구역,106,60,26,56,31.11,31-40%
2구역,106,60,27,56,31.11,31-40%
2구역,106,60,28,56,31.11,31-40%
2구역,106,60,29,56,31.11,31-40%
2구역,106,60,30,59,32.78,31-40%
2구역,106,60,31,59,32.78,31-40%
2구역,106,60,32,59,32.78,31-40%
2구역,106,60,33,59,32.78,31-40%
2구역,106,60,34,59,32.78,31-40%
2구역,106,60,35,59,32.78,31-40%
2구역,106,60,36,59,32.78,31-40%
2구역,106,60,37,59,32.78,31-40%
2구역,106,60,38,59,32.78,31-40%
2구역,106,60,39,59,32.78,31-40%
2구역,106,60,40,59,32.78,31-40%
2구역,106,60,41,62,34.44,31-40%
2구역,106,60,42,64,35.56,31-40%
2구역,106,60,43,66,36.67,31-40%
2구역,106,60,44,66,36.67,31-40%
2구역,106,60,45,67,37.22,31-40%
2구역,106,60,46,91,50.56,51-60%
2구역,106,60,47,91,50.56,51-60%
2구역,106,60,48,91,50.56,51-60%
2구역,106,"51,52",1,33,18.33,10-20%
2구역,106,"51,52",2,33,18.33,10-20%
2구역,106,"51,52",3,33,18.33,10-20%
2구역,106,"51,52",4,33,18.33,10-20%
2구역,106,"51,52",5,33,18.33,10-20%
2구역,106,"51,52",6,33,18.33,10-20%
2구역,106,"51,52",7,33,18.33,10-20%
2구역,106,"51,52",8,33,18.33,10-20%
2구역,106,"51,52",9,33,18.33,10-20%
2구역,106,"51,52",10,33,18.33,10-20%
2구역,106,"51,52",11,33,18.33,10-20%
2구역,106,"51,52",12,33,18.33,10-20%
2구역,106,"51,52",13,33,18.33,10-20%
2구역,106,"51,52",14,33,18.33,10-20%
2구역,106,"51,52",15,33,18.33,10-20%
2구역,106,"51,52",16,33,18.33,10-20%
2구역,106,"51,52",17,33,18.33,10-20%
2구역,106,"51,52",18,33,18.33,10-20%
2구역,106,"51,52",19,33,18.33,10-20%
2구역,106,"51,52",20,33,18.33,10-20%
2구역,106,"51,52",21,47,26.11,21-30%
2구역,106,"51,52",22,47,26.11,21-30%
2구역,106,"51,52",23,47,26.11,21-30%
2구역,106,"51,52",24,47,26.11,21-30%
2구역,106,"51,52",25,47,26.11,21-30%
2구역,106,"51,52",26,47,26.11,21-30%
2구역,106,"51,52",27,47,26.11,21-30%
2구역,106,"51,52",28,47,26.11,21-30%
2구역,106,"51,52",29,47,26.11,21-30%
2구역,106,"51,52",30,58,32.22,31-40%
2구역,106,"51,52",31,58,32.22,31-40%
2구역,106,"51,52",32,58,32.22,31-40%
2구역,106,"51,52",33,58,32.22,31-40%
2구역,106,"51,52",34,58,32.22,31-40%
2구역,106,"51,52",35,58,32.22,31-40%
2구역,106,"51,52",36,58,32.22,31-40%
2구역,106,"51,52",37,58,32.22,31-40%
2구역,106,"51,52",38,58,32.22,31-40%
2구역,106,"51,52",39,58,32.22,31-40%
2구역,106,"51,52",40,58,32.22,31-40%
2구역,106,"51,52",41,60,33.33,31-40%
2구역,106,"51,52",42,62,34.44,31-40%
2구역,106,"51,52",43,64,35.56,31-40%
2구역,106,"51,52",44,64,35.56,31-40%
2구역,106,"51,52",45,67,37.22,31-40%
2구역,106,"51,52",46,74,41.11,41-50%
2구역,106,"51,52",47,74,41.11,41-50%
2구역,106,"51,52",48,74,41.11,41-50%
2구역,106,32,1,20,11.11,10-20%
2구역,106,32,2,20,11.11,10-20%
2구역,106,32,3,20,11.11,10-20%
2구역,106,32,4,20,11.11,10-20%
2구역,106,32,5,20,11.11,10-20%
2구역,106,32,6,20,11.11,10-20%
2구역,106,32,7,20,11.11,10-20%
2구역,106,32,8,20,11.11,10-20%
2구역,106,32,9,20,11.11,10-20%
2구역,106,32,10,20,11.11,10-20%
2구역,106,32,11,20,11.11,10-20%
2구역,106,32,12,20,11.11,10-20%
2구역,106,32,13,20,11.11,10-20%
2구역,106,32,14,20,11.11,10-20%
2구역,106,32,15,20,11.11,10-20%
2구역,106,32,16,20,11.11,10-20%
2구역,106,32,17,20,11.11,10-20%
2구역,106,32,18,20,11.11,10-20%
2구역,106,32,19,20,11.11,10-20%
2구역,106,32,20,20,11.11,10-20%
2구역,106,32,21,23,12.78,10-20%
2구역,106,32,22,23,12.78,10-20%
2구역,106,32,23,23,12.78,10-20%
2구역,106,32,24,23,12.78,10-20%
2구역,106,32,25,23,12.78,10-20%
2구역,106,32,26,23,12.78,10-20%
2구역,106,32,27,23,12.78,10-20%
2구역,106,32,28,23,12.78,10-20%
2구역,106,32,29,23,12.78,10-20%
2구역,106,32,30,25,13.89,10-20%
2구역,106,32,31,25,13.89,10-20%
2구역,106,32,32,25,13.89,10-20%
2구역,106,32,33,25,13.89,10-20%
2구역,106,32,34,25,13.89,10-20%
2구역,106,32,35,25,13.89,10-20%
2구역,106,32,36,25,13.89,10-20%
2구역,106,32,37,25,13.89,10-20%
2구역,106,32,38,25,13.89,10-20%
2구역,106,32,39,25,13.89,10-20%
2구역,106,32,40,25,13.89,10-20%
2구역,106,32,41,26,14.44,10-20%
2구역,106,32,42,29,16.11,10-20%
2구역,106,32,43,29,16.11,10-20%
2구역,106,32,44,29,16.11,10-20%
2구역,106,32,45,33,18.33,10-20%
2구역,106,32,46,42,23.33,21-30%
2구역,106,32,47,42,23.33,21-30%
2구역,106,32,48,42,23.33,21-30%
2구역,106,"55,56",1,42,23.33,21-30%
2구역,106,"55,56",2,42,23.33,21-30%
2구역,106,"55,56",3,42,23.33,21-30%
2구역,106,"55,56",4,42,23.33,21-30%
2구역,106,"55,56",5,42,23.33,21-30%
2구역,106,"55,56",6,42,23.33,21-30%
2구역,106,"55,56",7,42,23.33,21-30%
2구역,106,"55,56",8,42,23.33,21-30%
2구역,106,"55,56",9,42,23.33,21-30%
2구역,106,"55,56",10,42,23.33,21-30%
2구역,106,"55,56",11,42,23.33,21-30%
2구역,106,"55,56",12,42,23.33,21-30%
2구역,106,"55,56",13,42,23.33,21-30%
2구역,106,"55,56",14,42,23.33,21-30%
2구역,106,"55,56",15,42,23.33,21-30%
2구역,106,"55,56",16,42,23.33,21-30%
2구역,106,"55,56",17,42,23.33,21-30%
2구역,106,"55,56",18,42,23.33,21-30%
2구역,106,"55,56",19,42,23.33,21-30%
2구역,106,"55,56",20,42,23.33,21-30%
2구역,106,"55,56",21,51,28.33,21-30%
2구역,106,"55,56",22,51,28.33,21-30%
2구역,106,"55,56",23,51,28.33,21-30%
2구역,106,"55,56",24,51,28.33,21-30%
2구역,106,"55,56",25,51,28.33,21-30%
2구역,106,"55,56",26,51,28.33,21-30%
2구역,106,"55,56",27,51,28.33,21-30%
2구역,106,"55,56",28,51,28.33,21-30%
2구역,106,"55,56",29,51,28.33,21-30%
2구역,106,"55,56",30,51,28.33,21-30%
2구역,106,"55,56",31,51,28.33,21-30%
2구역,106,"55,56",32,51,28.33,21-30%
2구역,106,"55,56",33,51,28.33,21-30%
2구역,106,"55,56",34,51,28.33,21-30%
2구역,106,65,1,48,26.67,21-30%
2구역,106,65,2,48,26.67,21-30%
2구역,106,65,3,48,26.67,21-30%
2구역,106,65,4,48,26.67,21-30%
2구역,106,65,5,48,26.67,21-30%
2구역,106,65,6,48,26.67,21-30%
2구역,106,65,7,48,26.67,21-30%
2구역,106,65,8,48,26.67,21-30%
2구역,106,65,9,48,26.67,21-30%
2구역,106,65,10,48,26.67,21-30%
2구역,106,65,11,48,26.67,21-30%
2구역,106,65,12,48,26.67,21-30%
2구역,106,65,13,48,26.67,21-30%
2구역,106,65,14,48,26.67,21-30%
2구역,106,65,15,48,26.67,21-30%
2구역,106,65,16,48,26.67,21-30%
2구역,106,65,17,48,26.67,21-30%
2구역,106,65,18,48,26.67,21-30%
2구역,106,65,19,48,26.67,21-30%
2구역,106,65,20,48,26.67,21-30%
